"노선(1)","시점",1종이용대수 (대),2종이용대수 (대)
"상주영천선","2022.03",921630,25662
"상주영천선","2022.04",1114616,24746
"상주영천선","2022.05",1275699,25727
"상주영천선","2022.06",1146775,25268
"상주영천선","2022.07",1206898,25393
"상주영천선","2022.08",1355477,25555
"상주영천선","2022.09",951371,25234
"상주영천선","2022.10",1372642,27352
"상주영천선","2022.11",1177474,27572
"상주영천선","2022.12",1102049,25798
"상주영천선","2023.01",1205652,22271
"상주영천선","2023.02",1039940,23046
"상주영천선","2023.03",1101581,27035
"상주영천선","2023.04",1167318,24807
"상주영천선","2023.05",1298971,27341
"상주영천선","2023.06",1173839,27275
"상주영천선","2023.07",1147018,25395
"상주영천선","2023.08",1285448,26307
"상주영천선","2023.09",1342405,25743
"상주영천선","2023.10",1318381,27813
"상주영천선","2023.11",1162499,27879
"상주영천선","2023.12",1142691,24821
"수도권제2순환선","2015.01",1047940,44136
"수도권제2순환선","2015.02",977606,37392
"수도권제2순환선","2015.03",1131539,48409
"수도권제2순환선","2015.04",1148635,49940
"수도권제2순환선","2015.05",1221039,46785
"수도권제2순환선","2015.06",1095979,50308
"수도권제2순환선","2015.07",1209732,51236
"수도권제2순환선","2015.08",1252648,46580
"수도권제2순환선","2015.09",1260851,48792
"수도권제2순환선","2015.10",1300894,52643
"수도권제2순환선","2015.11",1225704,49153
"수도권제2순환선","2015.12",1202583,50728
"수도권제2순환선","2016.01",1100907,44950
"수도권제2순환선","2016.02",1105454,42110
"수도권제2순환선","2016.03",1207367,52473
"수도권제2순환선","2016.04",1251580,49644
"수도권제2순환선","2016.05",1635863,58342
"수도권제2순환선","2016.06",1611748,60402
"수도권제2순환선","2016.07",1643939,59059
"수도권제2순환선","2016.08",1758814,59787
"수도권제2순환선","2016.09",1696799,56382
"수도권제2순환선","2016.10",1556346,54266
"수도권제2순환선","2016.11",1444689,53962
"수도권제2순환선","2016.12",1329448,50320
"수도권제2순환선","2017.01",1279753,43615
"수도권제2순환선","2017.02",1211678,44031
"수도권제2순환선","2017.03",1385461,51247
"수도권제2순환선","2017.04",1416696,49069
"수도권제2순환선","2017.05",1447325,50133
"수도권제2순환선","2017.06",1399829,50880
"수도권제2순환선","2017.07",1385920,48930
"수도권제2순환선","2017.08",1481153,49774
"수도권제2순환선","2017.09",1460165,53181
"수도권제2순환선","2017.10",1430352,42885
"수도권제2순환선","2017.11",1414135,50515
"수도권제2순환선","2017.12",1356730,47282
"수도권제2순환선","2018.01",1286007,47624
"수도권제2순환선","2018.02",1120605,39664
"수도권제2순환선","2018.03",1408675,50085
"수도권제2순환선","2018.04",1404732,48728
"수도권제2순환선","2018.05",1479146,50509
"수도권제2순환선","2018.06",1470920,50304
"수도권제2순환선","2018.07",1530844,52648
"수도권제2순환선","2018.08",1560169,49856
"수도권제2순환선","2018.09",1392633,45096
"수도권제2순환선","2018.10",1550090,52598
"수도권제2순환선","2018.11",1513423,51474
"수도권제2순환선","2018.12",1476679,47966
"수도권제2순환선","2019.01",1470256,50005
"수도권제2순환선","2019.02",1369261,40217
"수도권제2순환선","2019.03",1538632,50082
"수도권제2순환선","2019.04",1552160,51791
"수도권제2순환선","2019.05",1640506,52775
"수도권제2순환선","2019.06",1559641,49071
"수도권제2순환선","2019.07",1554524,52051
"수도권제2순환선","2019.08",1625627,49243
"수도권제2순환선","2019.09",1568343,46949
"수도권제2순환선","2019.10",1769466,57484
"수도권제2순환선","2019.11",1692260,52704
"수도권제2순환선","2019.12",1558671,49602
"수도권제2순환선","2020.01",1444241,45501
"수도권제2순환선","2020.02",1335829,46412
"수도권제2순환선","2020.03",1430855,51532
"수도권제2순환선","2020.04",1537058,50956
"수도권제2순환선","2020.05",1693245,48826
"수도권제2순환선","2020.06",1701487,53348
"수도권제2순환선","2020.07",1739394,54144
"수도권제2순환선","2020.08",1633876,49446
"수도권제2순환선","2020.09",1668132,55295
"수도권제2순환선","2020.10",1744985,53143
"수도권제2순환선","2020.11",1655405,52776
"수도권제2순환선","2020.12",1539000,55643
"수도권제2순환선","2021.01",1431944,50015
"수도권제2순환선","2021.02",1477815,43971
"수도권제2순환선","2021.03",1651707,54682
"수도권제2순환선","2021.04",1804150,60967
"수도권제2순환선","2021.05",3148167,105814
"수도권제2순환선","2021.06",3129435,117127
"수도권제2순환선","2021.07",3151959,118201
"수도권제2순환선","2021.08",3179255,108978
"수도권제2순환선","2021.09",3236675,108056
"수도권제2순환선","2021.10",3393835,117280
"수도권제2순환선","2021.11",3194122,120474
"수도권제2순환선","2021.12",3086012,123281
"수도권제2순환선","2022.01",3149318,114836
"수도권제2순환선","2022.02",2797043,104359
"수도권제2순환선","2022.03",2949988,120145
"수도권제2순환선","2022.04",4228264,161060
"수도권제2순환선","2022.05",4613704,171989
"수도권제2순환선","2022.06",4302967,169075
"수도권제2순환선","2022.07",4464821,174840
"수도권제2순환선","2022.08",4496608,175358
"수도권제2순환선","2022.09",3964763,168114
"수도권제2순환선","2022.10",4844687,177811
"수도권제2순환선","2022.11",4556172,186600
"수도권제2순환선","2022.12",4209526,182005
"수도권제2순환선","2023.01",4333114,167489
"수도권제2순환선","2023.02",4140073,170461
"수도권제2순환선","2023.03",4675339,196975
"수도권제2순환선","2023.04",4635953,181991
"수도권제2순환선","2023.05",4810938,192480
"수도권제2순환선","2023.06",4811168,196008
"수도권제2순환선","2023.07",4748537,190502
"수도권제2순환선","2023.08",4971305,197094
"수도권제2순환선","2023.09",5154772,188831
"수도권제2순환선","2023.10",5265693,211061
"수도권제2순환선","2023.11",4971908,224055
"수도권제2순환선","2023.12",4800146,210983
"중부내륙의지선","2015.01",2331546,115365
"중부내륙의지선","2015.02",2207659,97233
"중부내륙의지선","2015.03",2452472,125570
"중부내륙의지선","2015.04",2493521,126050
"중부내륙의지선","2015.05",2740332,123563
"중부내륙의지선","2015.06",2396776,124971
"중부내륙의지선","2015.07",2578853,124579
"중부내륙의지선","2015.08",2623773,106434
"중부내륙의지선","2015.09",2656463,115866
"중부내륙의지선","2015.10",2679518,129767
"중부내륙의지선","2015.11",2543204,117486
"중부내륙의지선","2015.12",2569872,121157
"중부내륙의지선","2016.01",2433615,108841
"중부내륙의지선","2016.02",2430969,97516
"중부내륙의지선","2016.03",2590618,122650
"중부내륙의지선","2016.04",2735979,118454
"중부내륙의지선","2016.05",2922506,122115
"중부내륙의지선","2016.06",2712618,117721
"중부내륙의지선","2016.07",2791759,113758
"중부내륙의지선","2016.08",2893708,109903
"중부내륙의지선","2016.09",2725136,103132
"중부내륙의지선","2016.10",2825267,116503
"중부내륙의지선","2016.11",2760312,119962
"중부내륙의지선","2016.12",2755032,116126
"중부내륙의지선","2017.01",2945193,102240
"중부내륙의지선","2017.02",2576143,101872
"중부내륙의지선","2017.03",2927971,120536
"중부내륙의지선","2017.04",3114556,116362
"중부내륙의지선","2017.05",3279092,121088
"중부내륙의지선","2017.06",3045323,120072
"중부내륙의지선","2017.07",3168531,115202
"중부내륙의지선","2017.08",3293179,111343
"중부내륙의지선","2017.09",3151580,122825
"중부내륙의지선","2017.10",3388906,103008
"중부내륙의지선","2017.11",3118191,121300
"중부내륙의지선","2017.12",3019932,109875
"중부내륙의지선","2018.01",2826374,106764
"중부내륙의지선","2018.02",2353220,88980
"중부내륙의지선","2018.03",3015297,113644
"중부내륙의지선","2018.04",3236521,117440
"중부내륙의지선","2018.05",3433044,121851
"중부내륙의지선","2018.06",3243321,115752
"중부내륙의지선","2018.07",3370077,115789
"중부내륙의지선","2018.08",3441056,109325
"중부내륙의지선","2018.09",3047610,102026
"중부내륙의지선","2018.10",3476764,125469
"중부내륙의지선","2018.11",3284423,118459
"중부내륙의지선","2018.12",3057385,105180
"중부내륙의지선","2019.01",2951765,107376
"중부내륙의지선","2019.02",2847285,85315
"중부내륙의지선","2019.03",3216310,109453
"중부내륙의지선","2019.04",3217391,112872
"중부내륙의지선","2019.05",3385279,117070
"중부내륙의지선","2019.06",3183089,104855
"중부내륙의지선","2019.07",3224231,111279
"중부내륙의지선","2019.08",3347275,100924
"중부내륙의지선","2019.09",3209419,95791
"중부내륙의지선","2019.10",3486773,117843
"중부내륙의지선","2019.11",3352950,112714
"중부내륙의지선","2019.12",3202937,106424
"중부내륙의지선","2020.01",3087585,98768
"중부내륙의지선","2020.02",2677713,99173
"중부내륙의지선","2020.03",2631170,105831
"중부내륙의지선","2020.04",3045333,105817
"중부내륙의지선","2020.05",3442615,102247
"중부내륙의지선","2020.06",3215392,104657
"중부내륙의지선","2020.07",3265669,104596
"중부내륙의지선","2020.08",3415850,97947
"중부내륙의지선","2020.09",3257467,108834
"중부내륙의지선","2020.10",3631854,107643
"중부내륙의지선","2020.11",3415413,110524
"중부내륙의지선","2020.12",3126031,110849
"중부내륙의지선","2021.01",2952018,98835
"중부내륙의지선","2021.02",3004508,88704
"중부내륙의지선","2021.03",3401045,112246
"중부내륙의지선","2021.04",3458793,112193
"중부내륙의지선","2021.05",3657246,106669
"중부내륙의지선","2021.06",3425263,108590
"중부내륙의지선","2021.07",3578470,110915
"중부내륙의지선","2021.08",3526393,99683
"중부내륙의지선","2021.09",3615407,97723
"중부내륙의지선","2021.10",3785752,108395
"중부내륙의지선","2021.11",3559236,110644
"중부내륙의지선","2021.12",3373014,109460
"중부내륙의지선","2022.01",3313276,98407
"중부내륙의지선","2022.02",2948649,87398
"중부내륙의지선","2022.03",3156082,105319
"중부내륙의지선","2022.04",3488196,105422
"중부내륙의지선","2022.05",3697357,108325
"중부내륙의지선","2022.06",3395135,103237
"중부내륙의지선","2022.07",3493685,103438
"중부내륙의지선","2022.08",3553666,100813
"중부내륙의지선","2022.09",3010353,96383
"중부내륙의지선","2022.10",3802467,105868
"중부내륙의지선","2022.11",3514970,107964
"중부내륙의지선","2022.12",3347732,103644
"중부내륙의지선","2023.01",3083963,83841
"중부내륙의지선","2023.02",3059658,93208
"중부내륙의지선","2023.03",3537680,108975
"중부내륙의지선","2023.04",3563304,102558
"중부내륙의지선","2023.05",3676444,106874
"중부내륙의지선","2023.06",3535462,105586
"중부내륙의지선","2023.07",3521597,101973
"중부내륙의지선","2023.08",3577879,101604
"중부내륙의지선","2023.09",3655271,98864
"중부내륙의지선","2023.10",3765681,106686
"중부내륙의지선","2023.11",3531886,109151
"중부내륙의지선","2023.12",3428808,98301
"광주외곽순환선","2022.12",59538,3218
"광주외곽순환선","2023.01",227124,10895
"광주외곽순환선","2023.02",216168,12323
"광주외곽순환선","2023.03",261451,15513
"광주외곽순환선","2023.04",304881,15551
"광주외곽순환선","2023.05",323976,17198
"광주외곽순환선","2023.06",332721,17666
"광주외곽순환선","2023.07",330008,16866
"광주외곽순환선","2023.08",362731,17908
"광주외곽순환선","2023.09",409713,17973
"광주외곽순환선","2023.10",407000,18976
"광주외곽순환선","2023.11",379557,19418
"광주외곽순환선","2023.12",358423,17764
"중앙선지선","2015.01",4304566,234600
"중앙선지선","2015.02",4175222,200733
"중앙선지선","2015.03",4558047,247137
"중앙선지선","2015.04",4497506,249318
"중앙선지선","2015.05",5050294,237193
"중앙선지선","2015.06",4415529,244664
"중앙선지선","2015.07",4820614,253290
"중앙선지선","2015.08",5076972,221624
"중앙선지선","2015.09",4999146,233598
"중앙선지선","2015.10",5116538,257949
"중앙선지선","2015.11",4929052,237726
"중앙선지선","2015.12",5038097,247967
"중앙선지선","2016.01",4909673,230833
"중앙선지선","2016.02",4889182,207670
"중앙선지선","2016.03",5072327,251177
"중앙선지선","2016.04",5171168,239412
"중앙선지선","2016.05",5488256,241653
"중앙선지선","2016.06",5212832,243277
"중앙선지선","2016.07",5567679,243135
"중앙선지선","2016.08",5814880,239741
"중앙선지선","2016.09",5335324,219415
"중앙선지선","2016.10",5253157,233280
"중앙선지선","2016.11",5192691,239978
"중앙선지선","2016.12",5304695,239299
"중앙선지선","2017.01",5283724,210080
"중앙선지선","2017.02",4781380,214217
"중앙선지선","2017.03",5331366,241786
"중앙선지선","2017.04",5451612,230173
"중앙선지선","2017.05",5766551,239294
"중앙선지선","2017.06",5496185,241527
"중앙선지선","2017.07",5720385,239038
"중앙선지선","2017.08",5881553,232503
"중앙선지선","2017.09",5540497,244345
"중앙선지선","2017.10",5854009,207209
"중앙선지선","2017.11",5544742,237673
"중앙선지선","2017.12",5589927,223619
"중앙선지선","2018.01",5393887,227034
"중앙선지선","2018.02",4409022,186208
"중앙선지선","2018.03",5546415,228772
"중앙선지선","2018.04",5591072,230359
"중앙선지선","2018.05",5974095,239101
"중앙선지선","2018.06",5672186,228094
"중앙선지선","2018.07",5898123,235032
"중앙선지선","2018.08",6065963,228872
"중앙선지선","2018.09",5214235,207190
"중앙선지선","2018.10",6007373,250271
"중앙선지선","2018.11",5744365,239603
"중앙선지선","2018.12",5568804,219320
"중앙선지선","2019.01",5335157,228244
"중앙선지선","2019.02",5180384,183420
"중앙선지선","2019.03",5712303,224974
"중앙선지선","2019.04",5537622,230062
"중앙선지선","2019.05",5831559,234606
"중앙선지선","2019.06",5562660,216906
"중앙선지선","2019.07",5646746,232296
"중앙선지선","2019.08",6020632,219065
"중앙선지선","2019.09",5531169,201108
"중앙선지선","2019.10",5835343,233493
"중앙선지선","2019.11",5805876,225329
"중앙선지선","2019.12",5747313,220975
"중앙선지선","2020.01",5511344,209097
"중앙선지선","2020.02",4961215,212102
"중앙선지선","2020.03",4927920,222103
"중앙선지선","2020.04",5365792,215967
"중앙선지선","2020.05",6124575,212993
"중앙선지선","2020.06",5518637,209900
"중앙선지선","2020.07",5630250,215998
"중앙선지선","2020.08",5902916,204623
"중앙선지선","2020.09",5428691,219487
"중앙선지선","2020.10",5965631,211395
"중앙선지선","2020.11",5666187,217074
"중앙선지선","2020.12",5197768,224410
"중앙선지선","2021.01",5197536,215083
"중앙선지선","2021.02",5261398,190207
"중앙선지선","2021.03",5801036,230917
"중앙선지선","2021.04",5673190,223468
"중앙선지선","2021.05",5481011,200698
"중앙선지선","2021.06",5198239,204553
"중앙선지선","2021.07",5339965,210879
"중앙선지선","2021.08",5351877,197737
"중앙선지선","2021.09",5360102,190608
"중앙선지선","2021.10",5704679,206344
"중앙선지선","2021.11",5361606,208162
"중앙선지선","2021.12",5172057,209289
"중앙선지선","2022.01",5243423,200686
"중앙선지선","2022.02",4663037,176905
"중앙선지선","2022.03",4597125,198109
"중앙선지선","2022.04",5345096,204923
"중앙선지선","2022.05",5710787,210121
"중앙선지선","2022.06",5292468,204973
"중앙선지선","2022.07",5509429,208237
"중앙선지선","2022.08",5671616,205427
"중앙선지선","2022.09",4541398,188576
"중앙선지선","2022.10",5859062,206756
"중앙선지선","2022.11",5433510,211254
"중앙선지선","2022.12",5382873,209643
"중앙선지선","2023.01",4989505,174509
"중앙선지선","2023.02",4956806,189069
"중앙선지선","2023.03",5515105,212735
"중앙선지선","2023.04",5465130,199290
"중앙선지선","2023.05",5713548,207256
"중앙선지선","2023.06",5532703,207457
"중앙선지선","2023.07",5573924,203098
"중앙선지선","2023.08",5771430,204854
"중앙선지선","2023.09",5695948,197367
"중앙선지선","2023.10",5832461,205969
"중앙선지선","2023.11",5514643,208821
"중앙선지선","2023.12",5643858,199537
"무안광주선","2015.01",861234,22932
"무안광주선","2015.02",893832,20601
"무안광주선","2015.03",965858,25748
"무안광주선","2015.04",1001336,27573
"무안광주선","2015.05",1143890,26569
"무안광주선","2015.06",971838,26719
"무안광주선","2015.07",1013479,25595
"무안광주선","2015.08",1076844,24048
"무안광주선","2015.09",1126251,26036
"무안광주선","2015.10",1123237,29669
"무안광주선","2015.11",1043531,26040
"무안광주선","2015.12",1039918,28140
"무안광주선","2016.01",919530,25710
"무안광주선","2016.02",1002951,23970
"무안광주선","2016.03",1075344,30383
"무안광주선","2016.04",1143456,29961
"무안광주선","2016.05",1263031,30454
"무안광주선","2016.06",1134136,30320
"무안광주선","2016.07",1141689,28544
"무안광주선","2016.08",1213594,28878
"무안광주선","2016.09",1198608,26882
"무안광주선","2016.10",1212556,28887
"무안광주선","2016.11",1165236,28898
"무안광주선","2016.12",1185293,28806
"무안광주선","2017.01",1326303,26234
"무안광주선","2017.02",1114703,26029
"무안광주선","2017.03",1305582,31594
"무안광주선","2017.04",1401439,31934
"무안광주선","2017.05",1498459,32066
"무안광주선","2017.06",1363668,32552
"무안광주선","2017.07",1380032,30872
"무안광주선","2017.08",1497565,31308
"무안광주선","2017.09",1413300,33773
"무안광주선","2017.10",1607091,29502
"무안광주선","2017.11",1382632,33761
"무안광주선","2017.12",1366762,30932
"무안광주선","2018.01",1365028,31997
"무안광주선","2018.02",1201054,29325
"무안광주선","2018.03",1669706,39864
"무안광주선","2018.04",1736154,40393
"무안광주선","2018.05",1876010,42244
"무안광주선","2018.06",1752880,40969
"무안광주선","2018.07",1800697,40543
"무안광주선","2018.08",1879282,39053
"무안광주선","2018.09",1666408,36590
"무안광주선","2018.10",1894790,44292
"무안광주선","2018.11",1542506,35573
"무안광주선","2018.12",1242001,27454
"무안광주선","2019.01",1186142,27496
"무안광주선","2019.02",1186409,21825
"무안광주선","2019.03",1302940,27774
"무안광주선","2019.04",1395822,29638
"무안광주선","2019.05",1425470,30783
"무안광주선","2019.06",1215532,28230
"무안광주선","2019.07",1212139,28779
"무안광주선","2019.08",1334193,29140
"무안광주선","2019.09",1274542,26345
"무안광주선","2019.10",1352994,30938
"무안광주선","2019.11",1419020,30325
"무안광주선","2019.12",1381307,28632
"무안광주선","2020.01",1775548,35777
"무안광주선","2020.02",1560408,36481
"무안광주선","2020.03",1703862,40446
"무안광주선","2020.04",1831983,40871
"무안광주선","2020.05",2083004,40816
"무안광주선","2020.06",1759327,38275
"무안광주선","2020.07",1643210,35371
"무안광주선","2020.08",1843215,35647
"무안광주선","2020.09",1745240,38426
"무안광주선","2020.10",1966687,37877
"무안광주선","2020.11",1597578,36134
"무안광주선","2020.12",1370634,33381
"무안광주선","2021.01",1481089,33221
"무안광주선","2021.02",1585496,30400
"무안광주선","2021.03",1777744,38865
"무안광주선","2021.04",1855311,39652
"무안광주선","2021.05",1958343,38518
"무안광주선","2021.06",1884748,40423
"무안광주선","2021.07",1861339,37942
"무안광주선","2021.08",1902018,35877
"무안광주선","2021.09",1958096,35620
"무안광주선","2021.10",2030477,39984
"무안광주선","2021.11",1731893,36842
"무안광주선","2021.12",1470873,33635
"무안광주선","2022.01",1364631,28786
"무안광주선","2022.02",1205820,25043
"무안광주선","2022.03",1341977,30620
"무안광주선","2022.04",1536460,32012
"무안광주선","2022.05",1645543,32856
"무안광주선","2022.06",1496342,32312
"무안광주선","2022.07",1505213,31066
"무안광주선","2022.08",1545995,31885
"무안광주선","2022.09",1314152,29776
"무안광주선","2022.10",1669496,33107
"무안광주선","2022.11",1518849,33248
"무안광주선","2022.12",1348924,31152
"무안광주선","2023.01",1370423,26220
"무안광주선","2023.02",1272946,26512
"무안광주선","2023.03",1468471,31000
"무안광주선","2023.04",1532251,29058
"무안광주선","2023.05",1578963,30296
"무안광주선","2023.06",1519561,30370
"무안광주선","2023.07",1448434,27728
"무안광주선","2023.08",1540285,30323
"무안광주선","2023.09",1599821,28988
"무안광주선","2023.10",1625197,30625
"무안광주선","2023.11",1482659,30753
"무안광주선","2023.12",1410679,27566
"순천완주선","2015.01",880834,22448
"순천완주선","2015.02",970381,19163
"순천완주선","2015.03",1025915,25713
"순천완주선","2015.04",963867,26038
"순천완주선","2015.05",1210036,26181
"순천완주선","2015.06",816620,25157
"순천완주선","2015.07",969664,26113
"순천완주선","2015.08",1244555,24129
"순천완주선","2015.09",1144204,24657
"순천완주선","2015.10",1106026,28295
"순천완주선","2015.11",1004891,24851
"순천완주선","2015.12",945697,24541
"순천완주선","2016.01",916953,20813
"순천완주선","2016.02",1068906,19460
"순천완주선","2016.03",1108296,26091
"순천완주선","2016.04",1117844,26376
"순천완주선","2016.05",1261084,27064
"순천완주선","2016.06",1054082,25905
"순천완주선","2016.07",1121361,24324
"순천완주선","2016.08",1349649,24649
"순천완주선","2016.09",1184598,22703
"순천완주선","2016.10",1130805,25755
"순천완주선","2016.11",1104759,27095
"순천완주선","2016.12",1013628,26121
"순천완주선","2017.01",1133809,21479
"순천완주선","2017.02",912836,21561
"순천완주선","2017.03",1177671,27042
"순천완주선","2017.04",1221471,26969
"순천완주선","2017.05",1366888,27057
"순천완주선","2017.06",1066593,25422
"순천완주선","2017.07",1131994,23231
"순천완주선","2017.08",1354830,24177
"순천완주선","2017.09",1090615,26621
"순천완주선","2017.10",1538358,23692
"순천완주선","2017.11",1118364,27339
"순천완주선","2017.12",1051823,23514
"순천완주선","2018.01",932712,21807
"순천완주선","2018.02",891348,20533
"순천완주선","2018.03",1314958,30136
"순천완주선","2018.04",1247280,31272
"순천완주선","2018.05",1375175,31976
"순천완주선","2018.06",1173723,29699
"순천완주선","2018.07",1272546,30309
"순천완주선","2018.08",1435053,28985
"순천완주선","2018.09",1187961,28132
"순천완주선","2018.10",1343687,35121
"순천완주선","2018.11",1233774,29416
"순천완주선","2018.12",1096073,22524
"순천완주선","2019.01",943994,20321
"순천완주선","2019.02",1087697,16157
"순천완주선","2019.03",1320593,23120
"순천완주선","2019.04",1080952,23380
"순천완주선","2019.05",1163556,23793
"순천완주선","2019.06",1238271,24870
"순천완주선","2019.07",1041646,22050
"순천완주선","2019.08",1320916,22286
"순천완주선","2019.09",1088942,19076
"순천완주선","2019.10",1182934,25046
"순천완주선","2019.11",1282556,26054
"순천완주선","2019.12",1164072,23244
"순천완주선","2020.01",1265995,28508
"순천완주선","2020.02",1113875,30180
"순천완주선","2020.03",1306010,33825
"순천완주선","2020.04",1283047,33166
"순천완주선","2020.05",1529613,32852
"순천완주선","2020.06",1291902,29674
"순천완주선","2020.07",1284571,27741
"순천완주선","2020.08",1557091,28497
"순천완주선","2020.09",1250370,29884
"순천완주선","2020.10",1551899,30199
"순천완주선","2020.11",1347741,29589
"순천완주선","2020.12",1083321,25698
"순천완주선","2021.01",1040314,24197
"순천완주선","2021.02",1263381,22504
"순천완주선","2021.03",1437791,29565
"순천완주선","2021.04",1366153,30392
"순천완주선","2021.05",1511941,29038
"순천완주선","2021.06",1358914,30031
"순천완주선","2021.07",1407292,28704
"순천완주선","2021.08",1535619,26920
"순천완주선","2021.09",1504942,26961
"순천완주선","2021.10",1604914,30379
"순천완주선","2021.11",1411195,28481
"순천완주선","2021.12",1214223,25423
"순천완주선","2022.01",1234457,20481
"순천완주선","2022.02",1083823,18553
"순천완주선","2022.03",1199999,23031
"순천완주선","2022.04",1432741,24550
"순천완주선","2022.05",1498438,24829
"순천완주선","2022.06",1318925,24641
"순천완주선","2022.07",1371398,23493
"순천완주선","2022.08",1520512,24121
"순천완주선","2022.09",1086768,22221
"순천완주선","2022.10",1575601,26144
"순천완주선","2022.11",1356149,26213
"순천완주선","2022.12",1156586,23513
"순천완주선","2023.01",1271429,19280
"순천완주선","2023.02",1174138,20931
"순천완주선","2023.03",1553861,25639
"순천완주선","2023.04",1468713,24945
"순천완주선","2023.05",1550174,26286
"순천완주선","2023.06",1356066,25310
"순천완주선","2023.07",1341557,22837
"순천완주선","2023.08",1522552,24434
"순천완주선","2023.09",1533508,24153
"순천완주선","2023.10",1608362,26617
"순천완주선","2023.11",1359800,26903
"순천완주선","2023.12",1298927,23144
"부산외곽순환선","2017.12",79687,769
"부산외곽순환선","2018.01",738595,15886
"부산외곽순환선","2018.02",2054140,58695
"부산외곽순환선","2018.03",3355541,100039
"부산외곽순환선","2018.04",3507054,105399
"부산외곽순환선","2018.05",3840065,111682
"부산외곽순환선","2018.06",3685395,108658
"부산외곽순환선","2018.07",3847426,112557
"부산외곽순환선","2018.08",4042488,111391
"부산외곽순환선","2018.09",3509118,101700
"부산외곽순환선","2018.10",4073388,126414
"부산외곽순환선","2018.11",3926937,124219
"부산외곽순환선","2018.12",3875500,115039
"부산외곽순환선","2019.01",3772001,120760
"부산외곽순환선","2019.02",3693733,98192
"부산외곽순환선","2019.03",4101213,122070
"부산외곽순환선","2019.04",4025817,126550
"부산외곽순환선","2019.05",4281348,128709
"부산외곽순환선","2019.06",4075160,117654
"부산외곽순환선","2019.07",4128021,128291
"부산외곽순환선","2019.08",4455790,119009
"부산외곽순환선","2019.09",4096567,111511
"부산외곽순환선","2019.10",4392778,134212
"부산외곽순환선","2019.11",4376683,130870
"부산외곽순환선","2019.12",4320065,125755
"부산외곽순환선","2020.01",4010598,112033
"부산외곽순환선","2020.02",3659380,114568
"부산외곽순환선","2020.03",3723016,121111
"부산외곽순환선","2020.04",4069555,117454
"부산외곽순환선","2020.05",4661551,114333
"부산외곽순환선","2020.06",3806729,105221
"부산외곽순환선","2020.07",3825537,106344
"부산외곽순환선","2020.08",4026816,99354
"부산외곽순환선","2020.09",3674761,111064
"부산외곽순환선","2020.10",4072974,107790
"부산외곽순환선","2020.11",3914276,113624
"부산외곽순환선","2020.12",3602082,115420
"부산외곽순환선","2021.01",3475501,104935
"부산외곽순환선","2021.02",3568876,93965
"부산외곽순환선","2021.03",3910860,115810
"부산외곽순환선","2021.04",3833549,113698
"부산외곽순환선","2021.05",4070385,107402
"부산외곽순환선","2021.06",3868430,110827
"부산외곽순환선","2021.07",3973714,112253
"부산외곽순환선","2021.08",3919714,101679
"부산외곽순환선","2021.09",3944530,100233
"부산외곽순환선","2021.10",4243938,111189
"부산외곽순환선","2021.11",3979670,112535
"부산외곽순환선","2021.12",3920518,113309
"부산외곽순환선","2022.01",4499649,123348
"부산외곽순환선","2022.02",3970975,109606
"부산외곽순환선","2022.03",4050217,123749
"부산외곽순환선","2022.04",4535592,126830
"부산외곽순환선","2022.05",4871796,129113
"부산외곽순환선","2022.06",4511758,125982
"부산외곽순환선","2022.07",4693601,129066
"부산외곽순환선","2022.08",4816596,126661
"부산외곽순환선","2022.09",3874879,119351
"부산외곽순환선","2022.10",4969477,130966
"부산외곽순환선","2022.11",4617707,133334
"부산외곽순환선","2022.12",4586485,131739
"부산외곽순환선","2023.01",4345346,111955
"부산외곽순환선","2023.02",4200921,119972
"부산외곽순환선","2023.03",4659637,136222
"부산외곽순환선","2023.04",4652251,127075
"부산외곽순환선","2023.05",4839183,132921
"부산외곽순환선","2023.06",4681427,133234
"부산외곽순환선","2023.07",4703193,128481
"부산외곽순환선","2023.08",4805701,129890
"부산외곽순환선","2023.09",4772694,125944
"부산외곽순환선","2023.10",4888781,131561
"부산외곽순환선","2023.11",4624545,135998
"부산외곽순환선","2023.12",4724300,127515
"대구외곽순환선","2022.03",49442,1036
"대구외곽순환선","2022.04",2207882,46888
"대구외곽순환선","2022.05",2626664,54166
"대구외곽순환선","2022.06",2534283,55384
"대구외곽순환선","2022.07",2700738,57684
"대구외곽순환선","2022.08",2765806,58491
"대구외곽순환선","2022.09",2531628,56784
"대구외곽순환선","2022.10",3123585,64128
"대구외곽순환선","2022.11",2989611,66538
"대구외곽순환선","2022.12",2879241,64568
"대구외곽순환선","2023.01",2814188,56594
"대구외곽순환선","2023.02",2693467,60081
"대구외곽순환선","2023.03",3145107,70724
"대구외곽순환선","2023.04",3164122,67305
"대구외곽순환선","2023.05",3367962,73234
"대구외곽순환선","2023.06",3282513,73722
"대구외곽순환선","2023.07",3310583,72031
"대구외곽순환선","2023.08",3362623,73262
"대구외곽순환선","2023.09",3569412,72786
"대구외곽순환선","2023.10",3599909,78199
"대구외곽순환선","2023.11",3481386,79963
"대구외곽순환선","2023.12",3393176,74440
