"노선(1)","시점",1종이용대수 (대),2종이용대수 (대)
"경인선","2020.03",4190975,104901
"경인선","2020.04",4216390,102735
"경인선","2020.05",4372654,100789
"경인선","2020.06",4370481,107236
"경인선","2020.07",4525276,106176
"경인선","2020.08",4236932,100419
"경인선","2020.09",4337839,108712
"경인선","2020.10",4502360,103710
"경인선","2020.11",4452260,107356
"경인선","2020.12",4215550,108529
"경인선","2021.01",3952144,98332
"경인선","2021.02",3842195,86133
"경인선","2021.03",4469801,108750
"경인선","2021.04",4472459,107719
"경인선","2021.05",4539053,101272
"경인선","2021.06",4546957,105905
"경인선","2021.07",4575504,107692
"경인선","2021.08",4501901,102373
"경인선","2021.09",4450960,98922
"경인선","2021.10",4730533,108766
"경인선","2021.11",4652353,109271
"경인선","2021.12",4561986,111694
"경인선","2022.01",4386631,99568
"경인선","2022.02",3934646,87985
"경인선","2022.03",4416893,107213
"경인선","2022.04",4652442,104610
"경인선","2022.05",4822944,105837
"경인선","2022.06",4523225,99651
"경인선","2022.07",4699526,103906
"경인선","2022.08",4579708,102602
"경인선","2022.09",4554757,99522
"경인선","2022.10",4648894,104835
"경인선","2022.11",4489045,105113
"경인선","2022.12",4429596,102517
"경인선","2023.01",4349366,90517
"경인선","2023.02",4160914,90101
"경인선","2023.03",4672017,106237
"경인선","2023.04",4526852,98180
"경인선","2023.05",4696460,102462
"경인선","2023.06",4567708,100113
"경인선","2023.07",4611807,99984
"경인선","2023.08",4613266,100346
"경인선","2023.09",4599661,97039
"경인선","2023.10",4638962,103473
"경인선","2023.11",4544793,106584
"경인선","2023.12",4469496,100744
"서천공주선","2015.01",609015,16817
"서천공주선","2015.02",673808,14880
"서천공주선","2015.03",627345,18969
"서천공주선","2015.04",645348,19826
"서천공주선","2015.05",818871,19344
"서천공주선","2015.06",590447,18661
"서천공주선","2015.07",707775,18621
"서천공주선","2015.08",811118,16930
"서천공주선","2015.09",865477,17468
"서천공주선","2015.10",763316,19360
"서천공주선","2015.11",702879,17356
"서천공주선","2015.12",720091,19479
"서천공주선","2016.01",597468,15307
"서천공주선","2016.02",702436,13806
"서천공주선","2016.03",644395,18141
"서천공주선","2016.04",727519,18739
"서천공주선","2016.05",825083,18713
"서천공주선","2016.06",738457,18041
"서천공주선","2016.07",760357,16777
"서천공주선","2016.08",820165,17129
"서천공주선","2016.09",951837,17555
"서천공주선","2016.10",885314,20513
"서천공주선","2016.11",849894,22190
"서천공주선","2016.12",844392,22852
"서천공주선","2017.01",954834,19568
"서천공주선","2017.02",746859,19271
"서천공주선","2017.03",871066,23793
"서천공주선","2017.04",1009219,24392
"서천공주선","2017.05",1139109,24389
"서천공주선","2017.06",981323,24052
"서천공주선","2017.07",1063126,23271
"서천공주선","2017.08",1229518,23595
"서천공주선","2017.09",1063355,25631
"서천공주선","2017.10",1437191,22562
"서천공주선","2017.11",999938,25031
"서천공주선","2017.12",961966,22606
"서천공주선","2018.01",860378,20492
"서천공주선","2018.02",737072,17974
"서천공주선","2018.03",953277,22721
"서천공주선","2018.04",1024382,23922
"서천공주선","2018.05",1151345,24686
"서천공주선","2018.06",1039803,23207
"서천공주선","2018.07",1105054,23052
"서천공주선","2018.08",1223995,21736
"서천공주선","2018.09",1051879,21096
"서천공주선","2018.10",1110472,25492
"서천공주선","2018.11",913767,20396
"서천공주선","2018.12",719973,14977
"서천공주선","2019.01",659040,14572
"서천공주선","2019.02",761425,11295
"서천공주선","2019.03",760366,15078
"서천공주선","2019.04",775132,16556
"서천공주선","2019.05",865234,17160
"서천공주선","2019.06",797796,14905
"서천공주선","2019.07",748053,15381
"서천공주선","2019.08",891014,14888
"서천공주선","2019.09",853596,13774
"서천공주선","2019.10",843856,16839
"서천공주선","2019.11",857812,16905
"서천공주선","2019.12",753743,15156
"서천공주선","2020.01",992278,19281
"서천공주선","2020.02",771078,18919
"서천공주선","2020.03",857204,21619
"서천공주선","2020.04",1006079,22174
"서천공주선","2020.05",1118341,18833
"서천공주선","2020.06",974576,19887
"서천공주선","2020.07",971842,19080
"서천공주선","2020.08",1123372,18321
"서천공주선","2020.09",1001754,19545
"서천공주선","2020.10",1205807,19928
"서천공주선","2020.11",973611,19008
"서천공주선","2020.12",744247,17269
"서천공주선","2021.01",749570,15997
"서천공주선","2021.02",918678,15260
"서천공주선","2021.03",892000,19793
"서천공주선","2021.04",978186,19989
"서천공주선","2021.05",1114328,19045
"서천공주선","2021.06",1020922,20483
"서천공주선","2021.07",1045061,20783
"서천공주선","2021.08",1135726,19346
"서천공주선","2021.09",1197396,18796
"서천공주선","2021.10",1232746,21528
"서천공주선","2021.11",1011217,20336
"서천공주선","2021.12",839256,18425
"서천공주선","2022.01",858651,14607
"서천공주선","2022.02",735635,12532
"서천공주선","2022.03",699119,15293
"서천공주선","2022.04",898859,16792
"서천공주선","2022.05",1011839,17487
"서천공주선","2022.06",914175,16656
"서천공주선","2022.07",926962,16586
"서천공주선","2022.08",984235,16966
"서천공주선","2022.09",784521,16222
"서천공주선","2022.10",1078707,17669
"서천공주선","2022.11",901474,17632
"서천공주선","2022.12",739342,16068
"서천공주선","2023.01",871072,13383
"서천공주선","2023.02",753499,14402
"서천공주선","2023.03",842613,17005
"서천공주선","2023.04",940499,16775
"서천공주선","2023.05",988198,17785
"서천공주선","2023.06",912704,17136
"서천공주선","2023.07",875332,15974
"서천공주선","2023.08",961179,16893
"서천공주선","2023.09",1131335,17348
"서천공주선","2023.10",1063493,18369
"서천공주선","2023.11",886325,17876
"서천공주선","2023.12",820336,15818
"평택시흥선","2015.01",989036,78962
"평택시흥선","2015.02",1015573,62292
"평택시흥선","2015.03",1124739,82011
"평택시흥선","2015.04",1110725,82286
"평택시흥선","2015.05",1289151,77715
"평택시흥선","2015.06",1107911,84188
"평택시흥선","2015.07",1210937,85405
"평택시흥선","2015.08",1278774,72432
"평택시흥선","2015.09",1309272,77478
"평택시흥선","2015.10",1229868,82579
"평택시흥선","2015.11",1235966,80532
"평택시흥선","2015.12",1098603,79311
"평택시흥선","2016.01",980557,69084
"평택시흥선","2016.02",1189292,67135
"평택시흥선","2016.03",1187418,84704
"평택시흥선","2016.04",1255486,80631
"평택시흥선","2016.05",1301555,80463
"평택시흥선","2016.06",1186750,80965
"평택시흥선","2016.07",1237828,85391
"평택시흥선","2016.08",1295341,82725
"평택시흥선","2016.09",1259186,77836
"평택시흥선","2016.10",1012035,63746
"평택시흥선","2016.11",1080797,70995
"평택시흥선","2016.12",1054955,73557
"평택시흥선","2017.01",1082294,62051
"평택시흥선","2017.02",944528,64813
"평택시흥선","2017.03",1077882,74156
"평택시흥선","2017.04",1158429,69646
"평택시흥선","2017.05",1220295,70362
"평택시흥선","2017.06",1151698,72843
"평택시흥선","2017.07",1173046,69183
"평택시흥선","2017.08",1212847,68404
"평택시흥선","2017.09",1176591,73437
"평택시흥선","2017.10",1287641,60388
"평택시흥선","2017.11",1160944,72471
"평택시흥선","2017.12",1119717,64982
"평택시흥선","2018.01",1011845,65016
"평택시흥선","2018.02",874071,54530
"평택시흥선","2018.03",1127947,67236
"평택시흥선","2018.04",1171548,66170
"평택시흥선","2018.05",1232964,67158
"평택시흥선","2018.06",1185211,65809
"평택시흥선","2018.07",1198262,68125
"평택시흥선","2018.08",1227479,63298
"평택시흥선","2018.09",1123147,57768
"평택시흥선","2018.10",1225661,70668
"평택시흥선","2018.11",1223359,70333
"평택시흥선","2018.12",1143760,62912
"평택시흥선","2019.01",1080567,67073
"평택시흥선","2019.02",1142911,51596
"평택시흥선","2019.03",1235651,65285
"평택시흥선","2019.04",1246134,67689
"평택시흥선","2019.05",1310627,67041
"평택시흥선","2019.06",1255324,62874
"평택시흥선","2019.07",1213105,66903
"평택시흥선","2019.08",1326208,60633
"평택시흥선","2019.09",1236192,57358
"평택시흥선","2019.10",1257622,67631
"평택시흥선","2019.11",1268198,67099
"평택시흥선","2019.12",1185894,64406
"평택시흥선","2020.01",1079525,56807
"평택시흥선","2020.02",923042,57119
"평택시흥선","2020.03",948975,64588
"평택시흥선","2020.04",1088813,61393
"평택시흥선","2020.05",1255486,56691
"평택시흥선","2020.06",1175561,62325
"평택시흥선","2020.07",1197610,64369
"평택시흥선","2020.08",1249494,57407
"평택시흥선","2020.09",1179443,64814
"평택시흥선","2020.10",1328090,64279
"평택시흥선","2020.11",1243787,65648
"평택시흥선","2020.12",1058587,64949
"평택시흥선","2021.01",960989,59035
"평택시흥선","2021.02",1065974,53240
"평택시흥선","2021.03",1104109,62333
"평택시흥선","2021.04",701732,37474
"평택시흥선","2021.05",1402099,62213
"평택시흥선","2021.06",1328129,68125
"평택시흥선","2021.07",1324282,68197
"평택시흥선","2021.08",1381918,61035
"평택시흥선","2021.09",1473964,60509
"평택시흥선","2021.10",1523434,67382
"평택시흥선","2021.11",1403412,69207
"평택시흥선","2021.12",1253193,68201
"평택시흥선","2022.01",1256833,60532
"평택시흥선","2022.02",1122701,55932
"평택시흥선","2022.03",1296111,76411
"평택시흥선","2022.04",1388125,66286
"평택시흥선","2022.05",1520375,68475
"평택시흥선","2022.06",1418410,67235
"평택시흥선","2022.07",1431893,67029
"평택시흥선","2022.08",1463186,64326
"평택시흥선","2022.09",1196825,61522
"평택시흥선","2022.10",1610381,66254
"평택시흥선","2022.11",1479341,70675
"평택시흥선","2022.12",1297165,65448
"평택시흥선","2023.01",1395000,59432
"평택시흥선","2023.02",1273785,62006
"평택시흥선","2023.03",1439073,71536
"평택시흥선","2023.04",1488837,66553
"평택시흥선","2023.05",1580697,70123
"평택시흥선","2023.06",1457932,69604
"평택시흥선","2023.07",1394466,66042
"평택시흥선","2023.08",1512341,67857
"평택시흥선","2023.09",1620067,64310
"평택시흥선","2023.10",1707077,78146
"평택시흥선","2023.11",1616314,84897
"평택시흥선","2023.12",1590821,78561
"오산화성선","2015.01",40061,2004
"오산화성선","2015.02",37440,1634
"오산화성선","2015.03",44636,2137
"오산화성선","2015.04",46257,2632
"오산화성선","2015.05",47925,2944
"오산화성선","2015.06",44470,2254
"오산화성선","2015.07",47783,2373
"오산화성선","2015.08",48763,2082
"오산화성선","2015.09",50409,2016
"오산화성선","2015.10",52622,2096
"오산화성선","2015.11",50810,2342
"오산화성선","2015.12",52141,2541
"오산화성선","2016.01",47486,2490
"오산화성선","2016.02",46977,2195
"오산화성선","2016.03",57677,3019
"오산화성선","2016.04",60185,3076
"오산화성선","2016.05",62861,3632
"오산화성선","2016.06",62788,3194
"오산화성선","2016.07",62892,3176
"오산화성선","2016.08",66517,3066
"오산화성선","2016.09",65141,2843
"오산화성선","2016.10",54477,2718
"오산화성선","2016.11",49249,2880
"오산화성선","2016.12",46178,3049
"오산화성선","2017.01",40860,2626
"오산화성선","2017.02",40589,2555
"오산화성선","2017.03",49973,2968
"오산화성선","2017.04",52388,2938
"오산화성선","2017.05",50065,3131
"오산화성선","2017.06",49948,3087
"오산화성선","2017.07",47293,3077
"오산화성선","2017.08",52325,3021
"오산화성선","2017.09",57347,3136
"오산화성선","2017.10",52479,2477
"오산화성선","2017.11",58474,2967
"오산화성선","2017.12",51001,2679
"오산화성선","2018.01",45466,2758
"오산화성선","2018.02",42406,2295
"오산화성선","2018.03",52674,3019
"오산화성선","2018.04",54987,2988
"오산화성선","2018.05",60065,3183
"오산화성선","2018.06",62400,3096
"오산화성선","2018.07",301173,6488
"오산화성선","2018.08",457914,8430
"오산화성선","2018.09",491626,8444
"오산화성선","2018.10",544951,9580
"오산화성선","2018.11",548862,9444
"오산화성선","2018.12",605176,12241
"오산화성선","2019.01",887309,13840
"오산화성선","2019.02",857616,11512
"오산화성선","2019.03",1004306,14283
"오산화성선","2019.04",989859,15808
"오산화성선","2019.05",1079584,16086
"오산화성선","2019.06",1028864,15483
"오산화성선","2019.07",1079608,16422
"오산화성선","2019.08",1081737,16644
"오산화성선","2019.09",1061074,18570
"오산화성선","2019.10",1097317,22111
"오산화성선","2019.11",1072378,20787
"오산화성선","2019.12",1132133,21544
"오산화성선","2020.01",58515,2747
"오산화성선","2020.02",49523,2879
"오산화성선","2020.03",50755,3233
"오산화성선","2020.04",59524,3067
"오산화성선","2020.05",57955,2871
"오산화성선","2020.06",61500,3141
"오산화성선","2020.07",58447,3018
"오산화성선","2020.08",53728,2662
"오산화성선","2020.09",56393,2910
"오산화성선","2020.10",55710,2705
"오산화성선","2020.11",59378,2770
"오산화성선","2020.12",59131,3201
"오산화성선","2021.01",49147,2811
"오산화성선","2021.02",46947,2360
"오산화성선","2021.03",55350,2999
"오산화성선","2021.04",56676,2818
"오산화성선","2021.05",62645,2316
"오산화성선","2021.06",62299,2767
"오산화성선","2021.07",61798,2763
"오산화성선","2021.08",63438,2397
"오산화성선","2021.09",63729,2258
"오산화성선","2021.10",65425,2473
"오산화성선","2021.11",58229,2549
"오산화성선","2021.12",60402,2706
"오산화성선","2022.01",57135,2349
"오산화성선","2022.02",51180,2131
"오산화성선","2022.03",51761,2326
"오산화성선","2022.04",51043,2018
"오산화성선","2022.05",53547,2054
"오산화성선","2022.06",50856,1959
"오산화성선","2022.07",52950,1979
"오산화성선","2022.08",53589,1913
"오산화성선","2022.09",45976,1641
"오산화성선","2022.10",54143,1824
"오산화성선","2022.11",49951,1949
"오산화성선","2022.12",47072,1811
"오산화성선","2023.01",46585,1627
"오산화성선","2023.02",43564,1685
"오산화성선","2023.03",51265,1929
"오산화성선","2023.04",47589,1704
"오산화성선","2023.05",51298,1815
"오산화성선","2023.06",50758,1978
"오산화성선","2023.07",49564,1809
"오산화성선","2023.08",50774,1819
"오산화성선","2023.09",50980,1678
"오산화성선","2023.10",50746,1852
"오산화성선","2023.11",46540,1719
"오산화성선","2023.12",45986,1698
"새만금포항선지선","2020.01",1005159,19339
"새만금포항선지선","2020.02",795829,19772
"새만금포항선지선","2020.03",836581,23187
"새만금포항선지선","2020.04",958867,23801
"새만금포항선지선","2020.05",1181058,23594
"새만금포항선지선","2020.06",1046947,23583
"새만금포항선지선","2020.07",1063986,22027
"새만금포항선지선","2020.08",1279373,21910
"새만금포항선지선","2020.09",1029989,24158
"새만금포항선지선","2020.10",1254647,25279
"새만금포항선지선","2020.11",1143912,26045
"새만금포항선지선","2020.12",936934,24393
"새만금포항선지선","2021.01",837843,19043
"새만금포항선지선","2021.02",1040268,18446
"새만금포항선지선","2021.03",1077198,24824
"새만금포항선지선","2021.04",1098844,24931
"새만금포항선지선","2021.05",1227901,23588
"새만금포항선지선","2021.06",1087442,24282
"새만금포항선지선","2021.07",1134768,23051
"새만금포항선지선","2021.08",1245027,21917
"새만금포항선지선","2021.09",1248732,21824
"새만금포항선지선","2021.10",1298193,25011
"새만금포항선지선","2021.11",1188128,25688
"새만금포항선지선","2021.12",1064701,24300
"새만금포항선지선","2022.01",1100752,20091
"새만금포항선지선","2022.02",962513,18011
"새만금포항선지선","2022.03",990057,23054
"새만금포항선지선","2022.04",1188035,23673
"새만금포항선지선","2022.05",1293365,24860
"새만금포항선지선","2022.06",1159117,23972
"새만금포항선지선","2022.07",1204405,22823
"새만금포항선지선","2022.08",1336234,22978
"새만금포항선지선","2022.09",957943,22386
"새만금포항선지선","2022.10",1376942,25865
"새만금포항선지선","2022.11",1192510,26376
"새만금포항선지선","2022.12",1028596,23093
"새만금포항선지선","2023.01",1125609,18609
"새만금포항선지선","2023.02",1041902,20640
"새만금포항선지선","2023.03",1218614,25285
"새만금포항선지선","2023.04",1250646,23695
"새만금포항선지선","2023.05",1331370,25323
"새만금포항선지선","2023.06",1187293,24224
"새만금포항선지선","2023.07",1202987,22663
"새만금포항선지선","2023.08",1334286,23720
"새만금포항선지선","2023.09",1371189,23564
"새만금포항선지선","2023.10",1375683,25912
"새만금포항선지선","2023.11",1198229,25929
"새만금포항선지선","2023.12",1149900,22279
"호남선지선","2015.01",5379070,160246
"호남선지선","2015.02",5435708,139805
"호남선지선","2015.03",5746196,179597
"호남선지선","2015.04",5773735,180762
"호남선지선","2015.05",6492215,174896
"호남선지선","2015.06",5311342,177234
"호남선지선","2015.07",5968371,177826
"호남선지선","2015.08",6403376,160215
"호남선지선","2015.09",6444521,169077
"호남선지선","2015.10",6367244,186812
"호남선지선","2015.11",6062661,169883
"호남선지선","2015.12",5868171,173214
"호남선지선","2016.01",5110777,146856
"호남선지선","2016.02",5457180,133039
"호남선지선","2016.03",5627683,170800
"호남선지선","2016.04",5888971,165986
"호남선지선","2016.05",6301169,168245
"호남선지선","2016.06",5865487,166680
"호남선지선","2016.07",6001031,160280
"호남선지선","2016.08",6375176,162470
"호남선지선","2016.09",6241377,153887
"호남선지선","2016.10",6049085,163020
"호남선지선","2016.11",6052383,173486
"호남선지선","2016.12",5896552,169153
"호남선지선","2017.01",5966747,142913
"호남선지선","2017.02",5319336,146201
"호남선지선","2017.03",6058638,175318
"호남선지선","2017.04",6353108,169170
"호남선지선","2017.05",6711698,170830
"호남선지선","2017.06",6178501,168810
"호남선지선","2017.07",6262025,160630
"호남선지선","2017.08",6833906,162254
"호남선지선","2017.09",6458036,177102
"호남선지선","2017.10",7150270,149839
"호남선지선","2017.11",6376185,175564
"호남선지선","2017.12",6116936,158698
"호남선지선","2018.01",5620523,149183
"호남선지선","2018.02",4908841,128189
"호남선지선","2018.03",6279923,166374
"호남선지선","2018.04",6459370,168001
"호남선지선","2018.05",6811158,171355
"호남선지선","2018.06",6413163,163837
"호남선지선","2018.07",6570282,164838
"호남선지선","2018.08",6914434,158150
"호남선지선","2018.09",6094166,147345
"호남선지선","2018.10",6844756,179824
"호남선지선","2018.11",6458104,164785
"호남선지선","2018.12",5902621,143331
"호남선지선","2019.01",5451371,140666
"호남선지선","2019.02",5442741,112483
"호남선지선","2019.03",5962357,144453
"호남선지선","2019.04",5834794,147308
"호남선지선","2019.05",6151968,150099
"호남선지선","2019.06",5781279,136965
"호남선지선","2019.07",8289264,203695
"호남선지선","2019.08",12280481,264777
"호남선지선","2019.09",10944995,238284
"호남선지선","2019.10",12387291,299607
"호남선지선","2019.11",12683156,300507
"호남선지선","2019.12",11897899,283674
"호남선지선","2020.01",6097017,142454
"호남선지선","2020.02",5310855,143882
"호남선지선","2020.03",5534810,158830
"호남선지선","2020.04",6206885,158718
"호남선지선","2020.05",7082976,153153
"호남선지선","2020.06",6718922,163538
"호남선지선","2020.07",6711021,158037
"호남선지선","2020.08",7006658,150612
"호남선지선","2020.09",6593951,163856
"호남선지선","2020.10",7400162,163067
"호남선지선","2020.11",6917015,165312
"호남선지선","2020.12",5961312,160369
"호남선지선","2021.01",5577071,143017
"호남선지선","2021.02",6156336,130676
"호남선지선","2021.03",6674057,166976
"호남선지선","2021.04",6765663,163531
"호남선지선","2021.05",7236847,155672
"호남선지선","2021.06",6864063,167100
"호남선지선","2021.07",6949665,166614
"호남선지선","2021.08",7100355,156174
"호남선지선","2021.09",7185627,152370
"호남선지선","2021.10",7555743,168118
"호남선지선","2021.11",7031877,167283
"호남선지선","2021.12",6472276,165611
"호남선지선","2022.01",6351886,142237
"호남선지선","2022.02",5617883,126563
"호남선지선","2022.03",5193240,133652
"호남선지선","2022.04",6731607,154633
"호남선지선","2022.05",7291119,158628
"호남선지선","2022.06",6733441,153370
"호남선지선","2022.07",6911385,151811
"호남선지선","2022.08",10596841,152285
"호남선지선","2022.09",5823865,144859
"호남선지선","2022.10",7418091,156776
"호남선지선","2022.11",6858584,160626
"호남선지선","2022.12",6164905,151663
"호남선지선","2023.01",5968366,123705
"호남선지선","2023.02",6082172,138045
"호남선지선","2023.03",6867316,161094
"호남선지선","2023.04",6963783,150438
"호남선지선","2023.05",7227786,157491
"호남선지선","2023.06",6921819,154556
"호남선지선","2023.07",6790129,148253
"호남선지선","2023.08",7169745,152967
"호남선지선","2023.09",7241373,145674
"호남선지선","2023.10",7251518,151216
"호남선지선","2023.11",6773665,153182
"호남선지선","2023.12",6486043,140011
"함양울산선","2020.12",360125,9909
"함양울산선","2021.01",494515,15588
"함양울산선","2021.02",575058,15263
"함양울산선","2021.03",600587,20155
"함양울산선","2021.04",570741,19918
"함양울산선","2021.05",709496,20296
"함양울산선","2021.06",646123,21902
"함양울산선","2021.07",698826,22302
"함양울산선","2021.08",767792,21580
"함양울산선","2021.09",764960,21467
"함양울산선","2021.10",884688,23877
"함양울산선","2021.11",832076,25186
"함양울산선","2021.12",769260,26389
"함양울산선","2022.01",882116,28236
"함양울산선","2022.02",790926,25360
"함양울산선","2022.03",1264444,49764
"함양울산선","2022.04",915590,29673
"함양울산선","2022.05",1029178,30200
"함양울산선","2022.06",931371,30151
"함양울산선","2022.07",1017855,30678
"함양울산선","2022.08",1115400,29868
"함양울산선","2022.09",791338,29574
"함양울산선","2022.10",1178031,33179
"함양울산선","2022.11",1003206,33365
"함양울산선","2022.12",937738,32334
"함양울산선","2023.01",961333,28911
"함양울산선","2023.02",883831,29687
"함양울산선","2023.03",1009801,34050
"함양울산선","2023.04",1019687,32373
"함양울산선","2023.05",1096887,33897
"함양울산선","2023.06",1043900,33721
"함양울산선","2023.07",1078639,33480
"함양울산선","2023.08",1184681,33337
"함양울산선","2023.09",1122345,33055
"함양울산선","2023.10",1190727,35714
"함양울산선","2023.11",1041954,35945
"함양울산선","2023.12",1062310,33000
"대전남부순환선","2015.01",1362635,45025
"대전남부순환선","2015.02",1328030,39624
"대전남부순환선","2015.03",1494933,52300
"대전남부순환선","2015.04",1514040,53063
"대전남부순환선","2015.05",1702570,51927
"대전남부순환선","2015.06",1416605,51651
"대전남부순환선","2015.07",1570475,51002
"대전남부순환선","2015.08",1637438,47840
"대전남부순환선","2015.09",1673506,50278
"대전남부순환선","2015.10",1692209,55743
"대전남부순환선","2015.11",1585193,50072
"대전남부순환선","2015.12",1531297,51295
"대전남부순환선","2016.01",1407291,43219
"대전남부순환선","2016.02",1427572,39454
"대전남부순환선","2016.03",1564817,52653
"대전남부순환선","2016.04",1646910,51658
"대전남부순환선","2016.05",1769209,52045
"대전남부순환선","2016.06",1651315,51574
"대전남부순환선","2016.07",1684554,48930
"대전남부순환선","2016.08",1765475,50949
"대전남부순환선","2016.09",1702649,46970
"대전남부순환선","2016.10",1775091,51340
"대전남부순환선","2016.11",1702319,53180
"대전남부순환선","2016.12",1610399,50293
"대전남부순환선","2017.01",1573827,41645
"대전남부순환선","2017.02",1416363,42849
"대전남부순환선","2017.03",1654549,51453
"대전남부순환선","2017.04",1746746,50807
"대전남부순환선","2017.05",1835788,51837
"대전남부순환선","2017.06",1718946,50176
"대전남부순환선","2017.07",1741909,47473
"대전남부순환선","2017.08",1834852,48561
"대전남부순환선","2017.09",1842269,53010
"대전남부순환선","2017.10",1905168,45830
"대전남부순환선","2017.11",1769365,53112
"대전남부순환선","2017.12",1673963,47860
"대전남부순환선","2018.01",1545189,43379
"대전남부순환선","2018.02",1328669,37607
"대전남부순환선","2018.03",1738128,49991
"대전남부순환선","2018.04",1802469,51191
"대전남부순환선","2018.05",1909868,52161
"대전남부순환선","2018.06",1757238,49186
"대전남부순환선","2018.07",1790292,49583
"대전남부순환선","2018.08",1848930,46872
"대전남부순환선","2018.09",1685547,45167
"대전남부순환선","2018.10",1928298,54188
"대전남부순환선","2018.11",1831773,51519
"대전남부순환선","2018.12",1712647,46465
"대전남부순환선","2019.01",1637211,45055
"대전남부순환선","2019.02",1569724,37104
"대전남부순환선","2019.03",1789116,48825
"대전남부순환선","2019.04",1792862,50083
"대전남부순환선","2019.05",1904642,50770
"대전남부순환선","2019.06",1535046,39715
"대전남부순환선","2019.07",1556075,41355
"대전남부순환선","2019.08",1912643,45334
"대전남부순환선","2019.09",1502240,35375
"대전남부순환선","2019.10",1624579,43757
"대전남부순환선","2019.11",1914174,50081
"대전남부순환선","2019.12",1793979,47205
"대전남부순환선","2020.01",1637204,40478
"대전남부순환선","2020.02",1481684,40994
"대전남부순환선","2020.03",1563717,45695
"대전남부순환선","2020.04",1724350,45431
"대전남부순환선","2020.05",1963931,44856
"대전남부순환선","2020.06",1889116,48021
"대전남부순환선","2020.07",1871495,44726
"대전남부순환선","2020.08",1935219,43927
"대전남부순환선","2020.09",1915560,46798
"대전남부순환선","2020.10",2078553,47057
"대전남부순환선","2020.11",1970843,48284
"대전남부순환선","2020.12",1746573,47231
"대전남부순환선","2021.01",1622948,39508
"대전남부순환선","2021.02",1703090,36443
"대전남부순환선","2021.03",1902590,47252
"대전남부순환선","2021.04",1946648,46938
"대전남부순환선","2021.05",2062096,44949
"대전남부순환선","2021.06",1967925,47227
"대전남부순환선","2021.07",1992359,47597
"대전남부순환선","2021.08",1965863,43279
"대전남부순환선","2021.09",2034843,43381
"대전남부순환선","2021.10",2143570,48581
"대전남부순환선","2021.11",2022238,48803
"대전남부순환선","2021.12",1886712,48499
"대전남부순환선","2022.01",1838348,41048
"대전남부순환선","2022.02",1619205,36287
"대전남부순환선","2022.03",1743698,45340
"대전남부순환선","2022.04",1978408,45356
"대전남부순환선","2022.05",2139773,47185
"대전남부순환선","2022.06",1976838,44718
"대전남부순환선","2022.07",2023458,44118
"대전남부순환선","2022.08",2031175,44768
"대전남부순환선","2022.09",1769716,42475
"대전남부순환선","2022.10",2197091,45595
"대전남부순환선","2022.11",2015644,46470
"대전남부순환선","2022.12",1811008,43212
"대전남부순환선","2023.01",1601803,31692
"대전남부순환선","2023.02",1734438,37519
"대전남부순환선","2023.03",2006076,45206
"대전남부순환선","2023.04",2023252,42285
"대전남부순환선","2023.05",2098971,43845
"대전남부순환선","2023.06",2043449,43260
"대전남부순환선","2023.07",1987586,41216
"대전남부순환선","2023.08",2077662,43438
"대전남부순환선","2023.09",2134308,41926
"대전남부순환선","2023.10",2147638,44223
"대전남부순환선","2023.11",2003641,44560
"대전남부순환선","2023.12",1882618,39821
"상주영천선","2017.06",49847,1809
"상주영천선","2017.07",656839,17462
"상주영천선","2017.08",783428,18306
"상주영천선","2017.09",704527,21771
"상주영천선","2017.10",1009412,18558
"상주영천선","2017.11",770277,23106
"상주영천선","2017.12",791009,20356
"상주영천선","2018.01",721940,19189
"상주영천선","2018.02",642390,17184
"상주영천선","2018.03",747650,21057
"상주영천선","2018.04",814032,21813
"상주영천선","2018.05",941616,22895
"상주영천선","2018.06",830521,21714
"상주영천선","2018.07",880761,21859
"상주영천선","2018.08",984976,21092
"상주영천선","2018.09",864912,19738
"상주영천선","2018.10",904628,24460
"상주영천선","2018.11",886983,23358
"상주영천선","2018.12",904546,21092
"상주영천선","2019.01",856922,21382
"상주영천선","2019.02",1005979,16958
"상주영천선","2019.03",914245,21203
"상주영천선","2019.04",896325,22466
"상주영천선","2019.05",997927,22698
"상주영천선","2019.06",951167,21521
"상주영천선","2019.07",970717,22685
"상주영천선","2019.08",1211205,21704
"상주영천선","2019.09",1130349,20900
"상주영천선","2019.10",1105793,26084
"상주영천선","2019.11",1091409,24456
"상주영천선","2019.12",1001157,22652
"상주영천선","2020.01",952181,19543
"상주영천선","2020.02",727444,19650
"상주영천선","2020.03",658131,21126
"상주영천선","2020.04",829639,21267
"상주영천선","2020.05",1073414,21603
"상주영천선","2020.06",1019329,24598
"상주영천선","2020.07",1084587,25320
"상주영천선","2020.08",1291788,23980
"상주영천선","2020.09",1028355,26641
"상주영천선","2020.10",1263218,26937
"상주영천선","2020.11",1188669,28175
"상주영천선","2020.12",999292,27165
"상주영천선","2021.01",883753,23577
"상주영천선","2021.02",1117128,21962
"상주영천선","2021.03",1060510,27900
"상주영천선","2021.04",1092187,26795
"상주영천선","2021.05",1190629,24480
"상주영천선","2021.06",1078019,26530
"상주영천선","2021.07",1130860,26666
"상주영천선","2021.08",1208658,23995
"상주영천선","2021.09",1274963,24395
"상주영천선","2021.10",1295780,27274
"상주영천선","2021.11",1218631,27604
"상주영천선","2021.12",1121067,27573
"상주영천선","2022.01",1149522,23515
"상주영천선","2022.02",1019440,21419
